Date of Birth;Gender;Marital Status;Number of Dependents;Occupation;Income;Education Level;Customer Tenure;Customer Segment;Preferred Communication Channel;Credit Score;Credit History Length;Outstanding Loans;Churn Flag;Churn Reason;Churn Date;Balance;NumOfProducts;NumComplaints
1988/05/12;Male;Divorced;2;Dancer;79898.34;Diploma;14;Corporate;Email;811;18;36008.24;0;;;207685.92;4;10
1960/10/06;Female;Married;2;Product/process development scientist;45113.5;Master's;27;Corporate;Email;536;16;2259.99;0;;;118340.93;1;2
1965/05/25;Male;Single;3;Engineer, materials;47676.14;Bachelor's;3;Corporate;Phone;381;8;49837.13;0;;;214842.91;5;6
2001/06/12;Female;Divorced;2;Educational psychologist;83488.37;Diploma;16;Corporate;Phone;686;17;6313.58;0;;;87684.18;3;1
1956/10/01;Male;Divorced;3;Merchant navy officer;68139.54;Diploma;14;Retail;Email;421;29;20032.02;0;;;244861.47;2;10
1973/12/09;Female;Divorced;4;Clinical embryologist;31370.67;Diploma;13;Corporate;Phone;432;7;19319.54;0;;;102853.96;2;8
1956/07/07;Female;Divorced;4;Buyer, retail;46665.28;Bachelor's;1;Corporate;Phone;447;22;13852.11;0;;;28614.08;3;2
1958/01/16;Male;Single;4;Operational investment banker;35330.33;High School;17;Corporate;Email;557;6;15340.48;0;;;179116.01;5;3
2004/03/19;Female;Divorced;0;Television production assistant;18400.21;Diploma;15;Corporate;Email;610;21;46383.51;0;;;201736.48;1;7
1982/01/30;Male;Divorced;4;Civil Service fast streamer;78205.92;High School;8;Retail;Email;611;11;28685.76;0;;;113188.71;2;10
1972/03/09;Male;Divorced;4;Lobbyist;75215.88;Master's;21;Retail;Phone;457;1;8387.04;1;Account Closure;2024/05/19;5629.88;1;6
1951/01/26;Male;Divorced;2;Chief Executive Officer;51021.4;Diploma;15;Corporate;Phone;738;1;20971.55;0;;;14355.04;5;10
1989/12/06;Male;Divorced;4;Call centre manager;5622.69;Master's;20;Retail;Email;660;1;31744.93;0;;;191386.83;1;4
1962/06/09;Male;Divorced;2;Adult nurse;40242.95;Master's;6;SME;Email;774;17;28635.06;0;;;181660.02;3;7
1988/04/05;Female;Married;1;Radio producer;70525.91;Bachelor's;15;Corporate;Email;322;4;45583.69;0;;;93130.07;2;6
1998/11/06;Male;Married;0;Research scientist (maths);61671.27;Diploma;29;Retail;Phone;762;23;48860.14;0;;;142628.47;5;9
1966/10/16;Female;Married;1;Theatre manager;35010.59;Master's;15;Corporate;Email;695;19;28574.72;0;;;122799.02;1;6
1972/09/04;Female;Divorced;4;Chemist, analytical;96267.18;Diploma;2;Retail;Email;473;8;46764.61;0;;;67992.68;4;6
1983/12/10;Male;Divorced;4;Multimedia specialist;23079.14;Bachelor's;5;Corporate;Email;547;11;19090.83;0;;;193934.29;5;9
1950/03/23;Female;Divorced;3;Water engineer;64282.57;Diploma;23;Corporate;Email;575;30;44310.77;0;;;2551.56;5;5
1974/02/22;Male;Divorced;0;Associate Professor;86805.95;High School;28;SME;Email;567;3;24327.26;0;;;240478.42;3;2
1958/03/23;Male;Married;4;Engineer, water;81101.76;Bachelor's;12;Retail;Phone;722;25;33683.74;0;;;83027.69;1;9
2001/11/22;Male;Divorced;2;Scientist, water quality;8915.64;Master's;22;Retail;Email;514;28;7558.85;0;;;115945.85;2;10
1975/02/13;Male;Single;3;Dancer;7585.58;Master's;27;Corporate;Email;544;17;3570.45;0;;;121392.4;5;8
1989/06/23;Female;Divorced;1;Lobbyist;22642.55;Diploma;22;SME;Email;476;27;22356.53;0;;;81631.67;2;2
1949/05/27;Female;Divorced;0;Teacher, music;50509.1;Master's;16;Corporate;Phone;797;7;44577.75;0;;;194446.52;3;8
1950/12/29;Male;Single;5;Market researcher;21751.65;Diploma;7;Corporate;Email;615;7;18665.08;0;;;150421.46;3;7
1965/09/26;Male;Divorced;4;Curator;12405.21;Bachelor's;13;SME;Phone;372;19;35957.42;0;;;94852.39;3;4
1991/09/23;Female;Single;0;Doctor, general practice;95747.75;Diploma;29;Retail;Email;344;10;15549.47;0;;;24122.89;5;4
1967/02/02;Male;Divorced;1;Surveyor, minerals;48230.5;Master's;7;SME;Phone;668;9;26160.13;1;Account Closure;2024/06/29;41014.27;1;6
1968/02/08;Female;Divorced;3;Surveyor, planning and development;75037.84;High School;20;Corporate;Phone;789;28;12716.29;0;;;183620.14;3;7
1992/09/03;Female;Divorced;1;Theatre stage manager;97306.26;Bachelor's;1;Retail;Email;684;27;41327.44;0;;;24249.61;3;2
1974/11/03;Male;Divorced;1;Orthoptist;81142.87;Bachelor's;15;Retail;Phone;665;18;40538.42;0;;;138269.91;1;9
1971/07/17;Male;Divorced;5;Landscape architect;43807.58;Diploma;28;Corporate;Email;310;9;40727.39;0;;;95495.95;2;0
1984/08/13;Male;Single;5;Counselling psychologist;77352.41;Bachelor's;14;Retail;Email;704;19;41904.6;0;;;85017.24;2;0
1983/12/26;Male;Married;3;Administrator, charities/voluntary organisations;79155.34;Master's;11;SME;Email;453;18;47084.02;0;;;57008.52;4;7
1950/01/08;Male;Single;3;Mental health nurse;66344.65;Bachelor's;18;Retail;Email;326;12;4263.18;1;Account Closure;2024/06/14;11287.3;2;1
2003/02/06;Male;Divorced;0;Chartered public finance accountant;79593.37;Master's;25;Corporate;Email;814;16;48273.31;0;;;42918.81;2;3
1949/01/27;Female;Married;4;Multimedia programmer;14963.55;High School;15;Corporate;Phone;641;20;15966.47;0;;;109234.18;2;4
1961/08/06;Male;Married;2;Health and safety inspector;51236.92;High School;8;Retail;Email;503;20;22511.58;0;;;114543.35;3;10
1980/08/19;Female;Married;2;Therapist, art;61906.51;Bachelor's;24;SME;Phone;826;30;16976.63;0;;;234606.22;1;9
2002/02/15;Female;Single;4;Tax adviser;73405.58;Diploma;10;Retail;Email;687;30;18461.09;0;;;162761.31;4;4
2003/02/13;Male;Single;3;Multimedia specialist;36638.31;High School;19;Retail;Email;416;28;40306.09;0;;;158737.39;3;3
2004/04/23;Female;Married;0;Plant breeder/geneticist;41601.08;Bachelor's;1;SME;Email;361;18;19672.2;0;;;83865.63;1;0
1967/08/01;Female;Married;4;Academic librarian;72610.92;High School;21;Retail;Email;694;16;22265.54;0;;;181737.43;5;9
1988/09/09;Male;Divorced;5;Astronomer;59612.14;Bachelor's;7;Retail;Phone;564;13;13478.6;0;;;221761.08;3;0
1961/06/21;Male;Married;0;Horticulturist, amenity;58390.28;Bachelor's;25;SME;Email;456;2;35520.34;0;;;129236.74;4;2
1981/07/08;Male;Married;3;Buyer, retail;82495.76;Master's;10;SME;Email;380;11;39949.31;0;;;88721.62;3;10
1988/05/28;Female;Married;1;Warden/ranger;16507.22;Bachelor's;5;Corporate;Email;435;30;34123.4;0;;;190267.35;5;3
1971/07/18;Female;Married;1;Patent attorney;63753.7;High School;8;Corporate;Email;547;12;8655.25;0;;;60082.3;1;1
1979/09/03;Male;Divorced;5;Scientist, research (maths);13531.96;Master's;30;Retail;Email;534;25;36111.02;0;;;141853.64;3;7
1995/06/29;Female;Single;5;Database administrator;85762.6;Master's;4;SME;Phone;390;25;18668.9;0;;;104769.67;4;9
1953/07/08;Male;Single;0;Phytotherapist;21954.15;Diploma;4;SME;Phone;362;29;41738.02;1;Account Closure;2024/03/22;51458.92;2;5
1985/01/22;Female;Married;2;Textile designer;11948.19;Master's;25;Corporate;Phone;447;5;10061.61;0;;;142531.56;5;7
1954/09/13;Female;Married;2;Occupational hygienist;38914.63;Bachelor's;5;Retail;Phone;676;25;25220.99;0;;;164661.51;4;5
1989/05/30;Female;Divorced;1;Manufacturing engineer;31633.26;Diploma;27;Retail;Phone;587;13;30243.18;0;;;174056.6;1;1
1989/10/09;Male;Married;3;Broadcast presenter;60136.78;Diploma;16;Retail;Phone;376;14;6815.77;0;;;42882.36;3;3
1996/11/23;Female;Single;0;Engineer, materials;74959.01;Master's;30;Corporate;Phone;838;22;12674.83;0;;;73231.56;2;5
1983/08/30;Female;Divorced;0;Radiographer, therapeutic;93889.61;Diploma;8;SME;Email;750;7;13140.67;0;;;227634.4;1;1
1974/11/01;Male;Married;0;Secondary school teacher;13773.86;High School;3;Corporate;Email;685;9;12357.41;0;;;49274.93;3;2
2000/08/25;Female;Divorced;3;Sports administrator;90694.32;Bachelor's;14;Retail;Email;586;27;16989.52;0;;;132403.25;4;7
1961/01/07;Male;Divorced;5;Product designer;61334.49;High School;18;SME;Phone;376;20;23454.9;0;;;113052.41;1;6
1981/11/16;Male;Married;4;Civil engineer, contracting;94075.45;Master's;1;Corporate;Phone;648;13;46608.36;0;;;203874.25;5;3
1961/11/20;Female;Single;5;Conference centre manager;50865.59;High School;18;Retail;Phone;539;23;26847.33;0;;;213780.07;3;7
1963/08/19;Male;Divorced;2;Embryologist, clinical;25042.35;Master's;23;Retail;Email;613;21;42051.62;0;;;74576.04;4;7
1976/01/23;Male;Divorced;3;Retail manager;64628.93;Master's;15;SME;Phone;474;11;40071.89;0;;;38862.34;4;6
1957/09/22;Male;Divorced;0;Merchandiser, retail;95252.34;Master's;9;Corporate;Email;736;3;33149.26;0;;;93771.9;4;5
1975/09/23;Female;Divorced;3;Surveyor, building;48097.72;High School;15;SME;Email;575;1;18690.97;1;Account Closure;2024/06/08;73839.96;1;10
1965/06/06;Male;Divorced;0;Education officer, environmental;26779.91;High School;14;SME;Email;479;1;26165.3;1;Better Offers Elsewhere;2024/02/25;41760.83;2;4
1950/07/13;Male;Single;1;Chiropractor;23382.54;Master's;12;Corporate;Email;673;24;32272.94;0;;;83473.52;1;9
1971/08/18;Male;Married;5;Technical sales engineer;96690.09;Master's;23;SME;Phone;698;6;11537.31;1;Better Offers Elsewhere;2024/05/13;9047.82;1;9
2000/03/19;Female;Divorced;1;Set designer;57864.6;Master's;24;Corporate;Email;670;18;31134.01;0;;;69393.15;3;1
1996/08/29;Female;Single;3;Licensed conveyancer;75844.65;Diploma;8;SME;Email;441;3;29630.52;0;;;42955.39;3;5
1985/01/13;Female;Married;1;Quality manager;54058.48;Master's;22;Corporate;Phone;818;29;26661.16;0;;;249442.6;3;10
1983/11/02;Male;Single;2;Research scientist (maths);49137.61;Bachelor's;11;Retail;Phone;418;7;38825.86;0;;;59136.69;1;0
1992/06/02;Male;Divorced;2;Restaurant manager, fast food;5364.94;Diploma;4;Retail;Phone;577;23;19210.1;0;;;98257.7;3;9
1976/09/07;Female;Single;1;Television floor manager;15707.42;Master's;28;SME;Phone;543;30;16518.87;0;;;109104.71;3;5
1973/09/30;Female;Single;3;Quantity surveyor;19069.47;Master's;12;Retail;Email;717;17;37290.97;0;;;15571.67;2;2
2006/07/14;Female;Single;3;Probation officer;96257.94;High School;30;SME;Phone;478;18;47652.13;0;;;225035.05;3;10
1986/05/27;Female;Married;0;Housing manager/officer;15886.84;Bachelor's;29;Corporate;Phone;652;26;19344.25;0;;;93523.25;1;5
1949/01/09;Male;Single;3;Architect;31724.16;Master's;26;Retail;Email;444;6;8142.77;0;;;127201.09;2;5
1964/06/04;Female;Divorced;3;Midwife;58022.71;Diploma;10;Corporate;Email;362;29;25920.11;1;Account Closure;2024/07/20;49789.76;3;7
1993/03/10;Male;Divorced;0;Doctor, hospital;8068.47;Bachelor's;18;SME;Phone;473;17;18660.88;0;;;58141.49;2;1
1959/03/29;Male;Single;1;Television camera operator;83586.63;High School;18;Retail;Email;447;13;18036.33;1;Service Issues;2024/05/13;1440.73;4;10
1998/11/06;Male;Divorced;3;Diagnostic radiographer;83023.49;Diploma;8;SME;Email;597;17;36012.67;0;;;96158.07;1;7
1986/04/19;Female;Single;5;Farm manager;91523.23;Bachelor's;12;Retail;Email;328;22;48655.44;0;;;194561.26;5;2
1949/05/09;Female;Single;5;Equality and diversity officer;42337.84;Master's;28;Retail;Email;358;28;4039.25;0;;;202676.74;3;2
1973/03/29;Male;Married;4;Event organiser;21408.07;High School;5;Retail;Phone;639;10;40411.82;0;;;192309.25;1;0
1952/11/07;Male;Single;4;Race relations officer;86340.83;High School;25;SME;Phone;623;18;30760.46;1;Better Offers Elsewhere;2024/08/01;55212.67;2;9
1975/04/09;Male;Single;1;Print production planner;52394.17;Bachelor's;6;Retail;Email;560;16;44817.09;1;Better Offers Elsewhere;2024/06/18;57000.95;1;8
1953/06/16;Male;Married;1;Industrial/product designer;8700.38;High School;20;Retail;Phone;781;5;42257.64;0;;;200811.44;4;3
1984/07/19;Male;Married;2;Therapist, occupational;19287.8;High School;9;Retail;Phone;779;4;42724.66;0;;;99347.65;2;1
1996/10/27;Male;Divorced;2;Editorial assistant;21348.4;Diploma;15;Corporate;Phone;621;16;17090.11;0;;;79992.07;5;4
1965/07/12;Male;Single;5;Psychologist, clinical;72385.87;Diploma;17;SME;Phone;683;13;9826.9;0;;;116545.02;2;5
2002/06/28;Female;Divorced;4;Designer, blown glass/stained glass;91998.92;Bachelor's;18;SME;Phone;772;14;29188.76;0;;;105448.26;1;8
1953/01/29;Male;Divorced;3;Engineer, control and instrumentation;17083.67;High School;25;Retail;Email;630;17;38906.21;0;;;147743.41;2;8
1988/01/13;Male;Married;5;Presenter, broadcasting;10714.11;Diploma;9;SME;Phone;727;1;29091.08;0;;;144846.52;5;6
1968/08/04;Male;Divorced;3;Chief Executive Officer;38687.51;Diploma;19;SME;Email;480;3;30217.32;0;;;117747.47;5;4
1994/05/17;Male;Divorced;3;Secretary, company;29944.82;Diploma;11;Corporate;Phone;609;3;8192.9;0;;;101981.48;5;7
2006/06/22;Female;Single;1;Engineer, building services;30835.99;High School;2;SME;Phone;562;9;9431.7;0;;;206636.95;5;1
1995/10/23;Male;Divorced;1;Planning and development surveyor;21737.32;High School;14;Corporate;Phone;546;22;43370.75;0;;;177384.08;5;2
1956/05/18;Male;Divorced;5;Visual merchandiser;46729.27;High School;19;Retail;Email;828;22;34274.21;0;;;111726.39;3;2
1984/03/13;Male;Divorced;2;Programmer, applications;30917.51;Bachelor's;19;Retail;Email;367;6;49664.2;0;;;150865.62;3;2
1949/01/27;Female;Married;1;Learning mentor;76567.97;Bachelor's;25;Corporate;Email;419;9;25680.67;0;;;138391.12;3;2
2005/04/21;Male;Married;1;Higher education careers adviser;54113.73;Master's;29;SME;Email;812;10;18743.71;0;;;37052.64;5;4
1960/03/12;Male;Married;3;Sound technician, broadcasting/film/video;94973.75;High School;28;SME;Phone;754;11;17024.29;0;;;136817.38;5;1
1985/06/07;Male;Single;3;Photographer;9422.12;Bachelor's;11;Retail;Phone;656;13;30837.56;1;Relocation;2024/01/20;8736.97;4;10
1975/11/10;Male;Married;0;Probation officer;91013.91;Diploma;2;Corporate;Phone;639;13;40048.05;0;;;91939.03;4;5
1983/01/23;Female;Married;5;Psychologist, educational;22832.8;Diploma;2;Corporate;Email;805;21;46165.45;0;;;176773.18;2;1
1999/12/15;Male;Single;3;Toxicologist;89023.08;Diploma;13;Retail;Phone;344;24;14661.83;0;;;233946.02;1;2
1998/05/19;Female;Married;3;Chartered loss adjuster;6529.94;Diploma;18;Corporate;Email;840;13;7028.95;0;;;39772.58;5;3
1954/09/01;Male;Single;2;Furniture conservator/restorer;40038.98;Diploma;5;Retail;Email;587;29;27231.25;0;;;61417.55;3;10
1993/04/29;Male;Divorced;2;Technical sales engineer;54813.33;Bachelor's;13;SME;Phone;597;3;38333.43;0;;;50201.05;5;1
2001/10/28;Male;Married;2;Engineer, communications;16207.89;Diploma;24;Retail;Phone;792;5;42146.44;0;;;129149.65;3;6
1960/07/19;Female;Single;0;Adult guidance worker;25648.15;Master's;10;Retail;Email;597;4;41330.24;0;;;174822.5;2;5
1960/04/13;Female;Divorced;0;Food technologist;64239.06;Master's;17;Corporate;Phone;727;30;23929.99;0;;;196553.37;4;5
1990/05/16;Female;Married;1;Insurance account manager;5630.93;Diploma;13;Corporate;Phone;570;9;31571.6;0;;;59180.65;1;5
1984/01/17;Female;Divorced;3;Engineer, automotive;44446.32;Bachelor's;14;SME;Email;636;14;40645.54;0;;;243759.41;3;10
1993/03/07;Male;Single;5;Holiday representative;97907.15;High School;13;Retail;Email;652;21;39451.7;0;;;178598.16;1;6
1949/08/18;Female;Married;3;Surveyor, building;22520.68;High School;4;SME;Email;617;9;40193.39;0;;;227068.27;2;7
1996/09/27;Female;Single;0;Occupational psychologist;65014.38;Master's;30;SME;Email;558;27;23667.28;1;Service Issues;2024/01/27;2104.6;1;2
1992/06/06;Male;Married;5;Civil Service administrator;59012.37;Diploma;16;Corporate;Phone;461;17;11238.66;0;;;210107.51;4;10
1981/11/08;Male;Married;3;Forensic scientist;42050.76;Diploma;4;Corporate;Email;769;5;8997.88;0;;;237782.23;1;1
1996/08/17;Male;Married;2;Race relations officer;74627.59;Diploma;21;Corporate;Phone;404;11;2312.73;0;;;138953.96;2;3
1961/09/07;Male;Single;0;Clinical scientist, histocompatibility and immunogenetics;46367.32;Master's;15;Corporate;Phone;833;9;16294.92;0;;;168427.68;1;3
1958/08/15;Male;Divorced;5;Bonds trader;76667.44;Bachelor's;17;Corporate;Phone;769;16;23959.97;0;;;50985.4;3;2
1974/06/09;Male;Married;5;Press photographer;37180.48;High School;19;SME;Email;512;14;8207.37;0;;;86086.7;3;2
1958/08/22;Male;Married;3;Museum/gallery conservator;42355.77;Master's;23;Retail;Phone;463;22;39074.05;0;;;130567.76;1;8
1985/09/24;Male;Divorced;1;Educational psychologist;89411.38;Diploma;9;Corporate;Email;700;22;39640.66;0;;;127857.94;3;0
1955/04/27;Male;Married;3;Administrator, sports;68387.54;Bachelor's;20;SME;Email;407;23;11279.46;1;Account Closure;2024/07/13;22447.63;2;7
1978/08/20;Female;Divorced;2;Interpreter;45136.35;Bachelor's;4;Corporate;Email;686;24;11538.07;0;;;138153.36;1;7
1952/08/05;Female;Married;0;Public relations officer;35424.17;High School;9;Retail;Phone;519;2;25747.71;0;;;94101.65;5;6
1976/12/30;Male;Divorced;1;Engineer, broadcasting (operations);92440.1;High School;24;SME;Phone;369;4;27462.73;1;Better Offers Elsewhere;2024/07/26;50927.81;3;8
1972/07/01;Male;Married;3;Pensions consultant;28567.42;Master's;24;SME;Email;667;12;17456.1;0;;;104147.41;1;8
1976/06/11;Female;Divorced;3;Sales executive;11078.16;Diploma;6;SME;Email;479;14;24386.15;1;Relocation;2024/06/15;7804.2;3;2
1950/09/26;Male;Single;4;Field trials officer;93114.84;High School;8;Retail;Phone;800;16;11115.2;0;;;209705.63;2;1
1984/09/25;Male;Divorced;1;Hydrologist;87176.9;High School;29;Retail;Phone;783;26;31247.27;0;;;134023.76;5;9
1980/07/22;Male;Married;0;Editorial assistant;68702.24;High School;28;Retail;Phone;439;15;4994.86;0;;;128283.69;5;8
1996/04/11;Female;Married;3;Journalist, newspaper;96162.39;High School;15;Corporate;Email;825;4;43646.22;0;;;220425.5;5;4
1971/06/29;Male;Single;2;Newspaper journalist;29893.35;Master's;19;Retail;Phone;518;26;5791.45;0;;;183463.05;3;9
1969/01/04;Female;Divorced;2;Investment analyst;30060.93;Bachelor's;20;SME;Phone;784;19;21362.65;0;;;15986.59;2;4
1974/05/28;Male;Divorced;1;Health and safety inspector;76071.01;Master's;30;Retail;Phone;311;29;36923.75;0;;;179759.83;4;8
1997/12/25;Male;Divorced;5;Warehouse manager;76359.22;Master's;1;Corporate;Email;640;11;12820.1;0;;;62209.27;5;10
1991/09/20;Female;Married;3;Drilling engineer;13588.46;High School;1;SME;Email;678;1;25044.7;0;;;103010.95;4;10
2004/09/24;Male;Single;5;Archivist;41817.96;Bachelor's;6;Corporate;Phone;744;1;39537.26;0;;;133873.85;2;9
1964/02/15;Female;Single;1;Pensions consultant;65632.96;Master's;19;SME;Phone;620;15;29189.77;0;;;230549.05;5;6
1969/05/23;Female;Single;5;Scientist, biomedical;33389.12;Bachelor's;30;Corporate;Phone;390;5;48276.96;0;;;209238.08;2;3
1990/06/16;Male;Divorced;5;Surveyor, rural practice;28490.59;High School;5;SME;Email;530;15;26831.1;0;;;53893.44;5;5
1978/02/19;Female;Married;3;Metallurgist;87187.27;Diploma;10;Retail;Email;767;29;23994.07;0;;;164710.43;2;9
1950/01/28;Female;Single;1;Textile designer;7689.9;High School;18;Corporate;Phone;340;3;32246.98;0;;;221513.86;1;6
1954/03/20;Female;Married;2;Immunologist;54420.27;Bachelor's;18;Retail;Phone;674;11;2742.0;0;;;65491.36;3;6
1976/06/19;Male;Single;4;Merchant navy officer;27861.12;Bachelor's;16;Corporate;Email;309;11;19276.32;1;Relocation;2024/05/19;55334.92;4;7
1948/11/11;Female;Divorced;2;Counsellor;92591.09;Master's;1;Retail;Phone;429;12;41989.41;0;;;145629.48;3;8
1973/08/10;Female;Married;1;Engineer, energy;14458.86;Diploma;6;Corporate;Phone;700;23;11428.78;0;;;106191.35;4;1
1985/09/15;Female;Divorced;4;Geochemist;85472.22;Master's;16;Retail;Phone;666;26;44993.04;0;;;152911.77;2;4
1989/07/29;Male;Divorced;5;Health visitor;51990.54;Master's;26;SME;Email;502;11;5994.67;1;Relocation;2024/02/27;55530.8;2;10
1948/10/05;Male;Married;4;Sports therapist;57478.33;Master's;13;Corporate;Email;617;14;13787.99;1;Account Closure;2024/05/20;40984.74;3;10
2005/11/23;Male;Single;2;Drilling engineer;89983.21;Master's;21;Corporate;Phone;411;13;48910.04;0;;;234556.65;5;4
1990/03/11;Female;Married;0;Engineer, manufacturing systems;6077.15;Bachelor's;29;Retail;Email;838;21;47513.59;0;;;176765.58;1;2
1959/04/10;Male;Single;1;Geochemist;73854.64;High School;24;Corporate;Phone;516;14;25691.28;0;;;94573.97;1;1
1999/12/18;Female;Divorced;5;Sports therapist;11782.49;Bachelor's;9;Retail;Phone;679;24;48085.35;0;;;212074.14;4;7
1982/11/17;Male;Single;1;Psychologist, forensic;45436.98;High School;30;SME;Phone;521;5;11611.26;0;;;214531.93;1;10
2003/08/02;Male;Divorced;2;Chartered public finance accountant;98050.82;Diploma;4;Corporate;Email;802;29;32173.07;0;;;179902.2;4;0
1984/11/11;Male;Divorced;2;Systems analyst;54471.97;High School;9;SME;Phone;585;13;13598.09;0;;;198505.41;5;5
1997/12/09;Male;Married;5;Aid worker;27598.57;Master's;26;Retail;Phone;545;4;30247.31;0;;;202275.18;3;10
2002/02/04;Male;Single;3;Translator;94519.71;High School;20;Retail;Email;579;12;1735.13;0;;;11396.97;5;2
1990/03/19;Female;Divorced;2;Haematologist;28036.15;Bachelor's;19;SME;Email;390;21;17843.49;0;;;90222.45;3;2
